instance,run,seed,profit,weight,capacity,time_ms,valid,algorithm
6I4,5,6115,2740,2000,2000,10000,true,ILS
6I5,1,13241,2790,2000,2000,10000,true,ILS
6I5,2,31282,2779,1999,2000,10000,true,ILS
6I5,3,15856,2770,2000,2000,10000,true,ILS
6I5,4,26046,2760,2000,2000,10000,true,ILS
6I5,5,1597,2780,2000,2000,10000,true,ILS
7I1,1,16672,2700,2000,2000,10000,true,ILS
7I1,2,15938,2700,2000,2000,10000,true,ILS
7I1,3,31889,2700,2000,2000,10000,true,ILS
7I1,4,26626,2700,2000,2000,10000,true,ILS
7I1,5,16446,2680,2000,2000,10000,true,ILS
7I2,1,23286,2700,2000,2000,10000,true,ILS
7I2,2,6875,2658,1998,2000,10000,true,ILS
7I2,3,26827,2690,2000,2000,10000,true,ILS
7I2,4,25811,2680,2000,2000,10000,true,ILS
7I2,5,4476,2690,2000,2000,10000,true,ILS
7I3,1,30372,2690,2000,2000,10000,true,ILS
7I3,2,7204,2680,2000,2000,10000,true,ILS
7I3,3,25586,2664,1994,2000,10000,true,ILS
7I3,4,30950,2699,1999,2000,10000,true,ILS
7I3,5,31134,2668,1998,2000,10000,true,ILS
7I4,1,32196,2700,2000,2000,10000,true,ILS
7I4,2,22496,2710,2000,2000,10000,true,ILS
7I4,3,18391,2730,2000,2000,10000,true,ILS
7I4,4,19931,2700,2000,2000,10000,true,ILS
7I4,5,21421,2725,1995,2000,10000,true,ILS
7I5,1,14127,2710,2000,2000,10000,true,ILS
7I5,2,29082,2700,2000,2000,10000,true,ILS
7I5,3,12116,2689,1999,2000,10000,true,ILS
7I5,4,5704,2700,2000,2000,10000,true,ILS
7I5,5,31711,2709,1999,2000,10000,true,ILS
8I1,1,22487,2640,2000,2000,10000,true,ILS
8I1,2,25913,2680,2000,2000,10000,true,ILS
8I1,3,7008,2630,2000,2000,10000,true,ILS
8I1,4,12440,2630,2000,2000,10000,true,ILS
8I1,5,15309,2640,2000,2000,10000,true,ILS
8I2,1,18218,2648,1998,2000,10000,true,ILS
8I2,2,23484,2660,2000,2000,10000,true,ILS
8I2,3,6910,2639,1999,2000,10000,true,ILS
8I2,4,5063,2640,2000,2000,10000,true,ILS
8I2,5,4894,2650,2000,2000,10000,true,ILS
8I3,1,16337,2657,1997,2000,10000,true,ILS
8I3,2,31973,2650,2000,2000,10000,true,ILS
8I3,3,469,2610,2000,2000,10000,true,ILS
8I3,4,14521,2650,2000,2000,10000,true,ILS
8I3,5,21474,2650,2000,2000,10000,true,ILS
8I4,1,6857,2640,2000,2000,10000,true,ILS
8I4,2,14354,2630,2000,2000,10000,true,ILS
8I4,3,21978,2630,2000,2000,10000,true,ILS
8I4,4,23844,2650,2000,2000,10000,true,ILS
8I4,5,19510,2630,2000,2000,10000,true,ILS
8I5,1,8822,2610,2000,2000,10000,true,ILS
8I5,2,29306,2639,1999,2000,10000,true,ILS
8I5,3,4760,2620,2000,2000,10000,true,ILS
8I5,4,5243,2610,2000,2000,10000,true,ILS
8I5,5,21455,2650,2000,2000,10000,true,ILS
9I1,1,6431,2600,2000,2000,10000,true,ILS
9I1,2,29809,2590,2000,2000,10000,true,ILS
9I1,3,24380,2590,2000,2000,10000,true,ILS
9I1,4,29260,2600,2000,2000,10000,true,ILS
9I1,5,4099,2580,2000,2000,10000,true,ILS
9I2,1,18545,2599,1999,2000,10000,true,ILS
9I2,2,22746,2590,2000,2000,10000,true,ILS
9I2,3,15807,2560,2000,2000,10000,true,ILS
9I2,4,29609,2568,1998,2000,10000,true,ILS
9I2,5,23749,2590,2000,2000,10000,true,ILS
9I3,1,6426,2585,1995,2000,10000,true,ILS
9I3,2,11841,2560,2000,2000,10000,true,ILS
