instance,run,seed,profit,weight,capacity,time_ms,valid,algorithm
13I5,1,12819,4370,4000,4000,276,true,VND
13I5,2,22938,4370,4000,4000,273,true,VND
13I5,3,18163,4370,4000,4000,274,true,VND
13I5,4,12149,4370,4000,4000,276,true,VND
13I5,5,32700,4370,4000,4000,275,true,VND
14I1,1,1707,4299,3999,4000,118,true,VND
14I1,2,27817,4299,3999,4000,122,true,VND
14I1,3,8247,4299,3999,4000,128,true,VND
14I1,4,16943,4299,3999,4000,117,true,VND
14I1,5,14177,4299,3999,4000,118,true,VND
14I2,1,17052,4289,3999,4000,104,true,VND
14I2,2,9741,4289,3999,4000,103,true,VND
14I2,3,16700,4289,3999,4000,104,true,VND
14I2,4,15694,4289,3999,4000,102,true,VND
14I2,5,6996,4289,3999,4000,102,true,VND
14I3,1,23355,4314,3994,4000,158,true,VND
14I3,2,12751,4314,3994,4000,158,true,VND
14I3,3,14559,4314,3994,4000,184,true,VND
14I3,4,14113,4314,3994,4000,160,true,VND
14I3,5,8280,4314,3994,4000,159,true,VND
14I4,1,9460,4330,4000,4000,183,true,VND
14I4,2,16067,4330,4000,4000,182,true,VND
14I4,3,1502,4330,4000,4000,193,true,VND
14I4,4,19475,4330,4000,4000,181,true,VND
14I4,5,4027,4330,4000,4000,191,true,VND
14I5,1,5864,4300,4000,4000,113,true,VND
14I5,2,5099,4300,4000,4000,111,true,VND
14I5,3,9704,4300,4000,4000,116,true,VND
14I5,4,24565,4300,4000,4000,116,true,VND
14I5,5,22878,4300,4000,4000,117,true,VND
15I1,1,18356,4253,3993,4000,72,true,VND
15I1,2,25822,4253,3993,4000,71,true,VND
15I1,3,16934,4253,3993,4000,69,true,VND
15I1,4,12623,4253,3993,4000,71,true,VND
15I1,5,19077,4253,3993,4000,69,true,VND
15I2,1,7414,4259,3999,4000,66,true,VND
15I2,2,14745,4259,3999,4000,66,true,VND
15I2,3,8526,4259,3999,4000,67,true,VND
15I2,4,17229,4259,3999,4000,66,true,VND
15I2,5,19606,4259,3999,4000,66,true,VND
15I3,1,27168,4233,3993,4000,43,true,VND
15I3,2,10895,4233,3993,4000,43,true,VND
15I3,3,15982,4233,3993,4000,43,true,VND
15I3,4,28250,4233,3993,4000,44,true,VND
15I3,5,1589,4233,3993,4000,43,true,VND
15I4,1,14668,4247,3997,4000,56,true,VND
15I4,2,9686,4247,3997,4000,56,true,VND
15I4,3,20745,4247,3997,4000,58,true,VND
15I4,4,7577,4247,3997,4000,59,true,VND
